,content,campus life,drugs,alcohol,greek life,humor,pop culture,dating,sex,sexuality,race,ethnicity,profanity,question,announcement
16,so pleasant to see other ppl in the library rn <3,95.35565972328186,0.6388804875314236,2.782686799764633,2.295294962823391,87.14558482170105,16.284987330436707,13.074827194213867,0.9712006896734238,6.477060168981552,13.258606195449829,35.242679715156555,27.10237205028534,65.08193016052246,13.590939342975616
17,rank the campus’s best gays below,91.81228876113892,0.4428367130458355,1.713179238140583,40.65245985984802,36.62886619567871,10.486314445734024,61.142975091934204,71.04927897453308,99.23495054244995,36.214643716812134,74.79816675186157,51.03316307067871,98.77297282218933,43.17880868911743
18,Yo if u live in west 312 get ready for some crazy shit,61.81303858757019,42.396917939186096,24.237777292728424,8.018051832914352,80.84059357643127,52.83646583557129,49.893468618392944,32.68132507801056,36.70454025268555,64.21046257019043,77.03974843025208,96.92858457565308,98.02212715148926,99.87432360649109
19,thank you to the seniors who came to 113 we love you,65.49864411354065,0.33276109024882317,1.3942791149020195,5.461987853050232,8.860482275485992,1.6581743955612183,1.5744829550385475,0.9806436486542225,3.373477980494499,5.144700780510902,6.167426332831383,18.812914192676544,69.10338401794434,98.45474362373352
20,Are there dogs at the concert??? PLS CONFIRM OR DENY,2.0604951307177544,1.0487636551260948,0.10925401002168655,0.416698819026351,68.54276657104492,82.09056258201599,0.8587406016886234,0.8836238645017147,25.309908390045166,23.980475962162018,4.542452096939087,67.43399500846863,99.62906837463379,97.22088575363159
21,Don't let the entire football team into frats they make girls so uncomfortable thx,96.50581479072571,6.518261134624481,45.3751266002655,61.778849363327026,2.925453707575798,39.94445204734802,59.179872274398804,35.22465229034424,80.35436272621155,34.094229340553284,20.906642079353333,78.34343910217285,98.79910349845886,99.48487877845764
22,There's a reason why tau is bottom tier...,73.15376400947571,7.775910198688507,37.721073627471924,0.7518617901951075,0.3804270410910249,3.880353644490242,1.6733817756175995,0.8562607690691948,0.9829280897974968,94.3843126296997,96.57891392707825,65.1670753955841,98.19918870925903,99.70712661743164
23,just smelled my ex's cologne there goes the rest of my day,0.8571282960474491,0.1373701263219118,0.228670216165483,0.43199025094509125,25.47726035118103,5.956406146287918,91.61869883537292,72.22020626068115,88.60490918159485,2.5787577033042908,8.600550144910812,92.73571968078613,85.58944463729858,23.02851974964142
24,why are the freshmen beatttttt,83.09307098388672,1.0845266282558441,1.8945425748825073,20.334000885486603,13.393186032772064,16.640448570251465,10.045857727527618,3.3485103398561478,7.96552374958992,54.922640323638916,14.103688299655914,97.64009118080139,98.94517064094543,30.555883049964905
25,Tau actually ducks,7.446608692407608,1.0116669349372387,79.31693196296692,3.9671525359153748,74.17572736740112,16.19640588760376,8.457037806510925,1.947108656167984,5.492215603590012,22.956272959709167,76.83884501457214,24.214230477809906,93.34014654159546,13.397902250289917
26,"Dean Chiarello though, amirite?",43.80556046962738,3.762887418270111,3.138292208313942,0.2973899943754077,84.47133302688599,93.46907138824463,76.0425329208374,13.10204416513443,22.10051566362381,11.562462896108627,79.60739135742188,41.07799828052521,99.5998740196228,77.72762179374695
27,Can't wait to do nothing but homework all weekend because | have no friend group to  spend spw with and hate asking to join @ ea,96.9196617603302,1.4425015076994896,4.935799539089203,40.941157937049866,36.2366646528244,2.0536107942461967,38.61314058303833,88.53535652160645,96.9635546207428,68.10649633407593,41.506227850914,80.44030666351318,93.66839528083801,51.860928535461426
28,GAYS GET ON GRINDR,30.3514301776886,91.00185036659241,0.9068152867257595,46.31525278091431,99.53342080116272,96.5364933013916,94.96110677719116,98.81854057312012,99.79839324951172,18.208058178424835,22.147934138774872,99.8389720916748,93.00100803375244,99.01871681213379
29,like this if ur a senior and ur also not going back to your old dorm tomorrow night,98.58932495117188,12.175695598125458,68.40285062789917,78.1830906867981,84.53978300094604,10.44103354215622,31.04839026927948,25.712034106254578,24.715334177017212,3.3108603209257126,1.4400767162442207,73.27266335487366,99.5430588722229,99.17678833007812
30,Rock Forever 21 but just turned 30,34.05115604400635,1.9072404131293297,16.088813543319702,4.860001057386398,35.6241911649704,98.47015142440796,61.53281927108765,7.284265756607056,29.603320360183716,7.596999406814575,6.554874777793884,22.927695512771606,93.31815838813782,66.9537365436554
31,why did | convince myself I’d be able to work even if | got high,16.645212471485138,72.92233109474182,15.84039181470871,3.6910217255353928,8.397170901298523,1.84869896620512,0.21704339887946844,0.338730332441628,3.515472263097763,3.0344802886247635,1.3208376243710518,58.56586694717407,99.34331178665161,19.07196193933487
33,East hall. Get ready,11.21624931693077,0.20059212110936642,0.22679325193166733,3.420630097389221,7.7056750655174255,0.9516649879515171,69.94120478630066,0.23239783477038145,1.0905963368713856,2.600608952343464,1.4522744342684746,29.6191543340683,92.26652979850769,1.0470537468791008
34,Crazy how you can go from talking to someone everyday for months and then never speaking to them again,1.6781823709607124,3.0772967264056206,1.0154780000448227,0.2970094559714198,0.6862802896648645,1.0587339289486408,5.063458159565926,1.1083068326115608,7.008668035268784,95.65431475639343,33.43806862831116,98.2149064540863,97.01666235923767,2.3673919960856438
35,i'm just tryna see tpain bruh,17.88107603788376,21.164411306381226,5.1672425121068954,1.486614253371954,0.7512806914746761,73.9107072353363,99.82520937919617,43.570417165756226,56.54448866844177,59.590476751327515,32.93624222278595,99.86475110054016,94.65888738632202,94.9149489402771
36,"High key hate tinder here because 1, you're all out of my tax bracket, and 2, you're solid fucking 10’s and I’m a 6 on a good day",97.62977361679077,1.1087180115282536,3.8501545786857605,43.23575794696808,17.438611388206482,4.336091130971909,54.12234663963318,15.993314981460571,18.791508674621582,3.429867699742317,4.2978186160326,20.254141092300415,70.73487043380737,19.885151088237762
37,Love storm the dorm. Thanks seniors for giving me hope that this place could get  better. Freshman we gotta up our game -,1.4080471359193325,0.08748301770538092,1.0997901670634747,2.6767151430249214,17.453527450561523,1.3924132101237774,99.04621243476868,53.74677777290344,85.97272634506226,1.4577618800103664,3.109884448349476,12.998706102371216,78.94596457481384,38.374876976013184
38,i love my bf,6.663888692855835,6.419485807418823,4.823336750268936,2.1493731066584587,96.50340676307678,59.236639738082886,13.25962245464325,44.88883018493652,60.42701601982117,51.14745497703552,63.19262981414795,99.54759478569031,97.64962792396545,99.6763825416565
39,You better storm crawshaw,6.040447950363159,0.4511886741966009,0.45289499685168266,1.5130913816392422,0.4052270669490099,4.247443377971649,96.4589774608612,21.050065755844116,74.09628033638,1.755545474588871,2.146611362695694,34.02263820171356,98.43750596046448,13.46876174211502
40,Why do | feel so embarrassed submitting my crushes into last chance,0.4933030344545841,0.1614621840417385,2.980152517557144,20.28668373823166,17.498120665550232,3.4852340817451477,0.6124136038124561,0.34768390469253063,0.8514031767845154,2.9259618371725082,93.20207238197327,29.08836305141449,99.45422410964966,43.46625506877899
41,is the mediterranean wrap at chobe good,87.26844787597656,0.4480333533138037,7.208836078643799,9.171533584594727,48.03028106689453,4.417538642883301,2.276548743247986,1.1262716725468636,2.1420061588287354,2.769229933619499,3.295081853866577,56.46430253982544,77.36027836799622,57.64991641044617
42,"hope you all have an amazing day !!! We're so close to finishing the semester, power hr time B",38.59556019306183,2.7209699153900146,14.217013120651245,5.600741133093834,4.86396849155426,22.277306020259857,49.431174993515015,5.732738599181175,56.66393041610718,3.9735857397317886,9.98392403125763,15.84407240152359,99.59761500358582,97.78447151184082
43,Whats open tn,31.562575697898865,0.23634894751012325,1.6131244599819183,1.1929581873118877,8.431088924407959,51.54062509536743,1.8119188025593758,0.8896445855498314,2.213044837117195,3.5809356719255447,7.073772698640823,16.49842858314514,99.2296040058136,40.39639234542847
44,Who is hosting this weekend ?,58.80628228187561,3.812751919031143,12.692414224147797,5.027288943529129,26.883161067962646,7.5351782143116,43.37874352931976,2.837461419403553,11.198612302541733,26.772919297218323,23.33952784538269,43.16374063491821,98.95660877227783,97.78323769569397
45,"Please open west 213, west 208, stillman 208, west 5something",75.02616047859192,0.4645767156034708,1.3448200188577175,0.4534279927611351,77.47830152511597,98.95997047424316,0.4401849117130041,0.6709453649818897,1.8267441540956497,4.406880214810371,4.79397214949131,79.69935536384583,58.38971734046936,95.10366320610046
46,Shoutout to whoever was playing Clash of Clans in the first row of A Trak,41.94595217704773,0.07509205024689436,0.31520293559879065,0.14579604612663388,1.3052159920334816,96.48329615592957,0.1325442804954946,0.08088405011221766,0.7321388926357031,1.1972791515290737,1.0721893049776554,21.82202935218811,99.28103685379028,31.004434823989868
47,can someone plz explain what the spring concert is A,23.173876106739044,0.28213001787662506,97.57018089294434,0.7048450876027346,1.5250333584845066,15.85579365491867,3.361925110220909,2.3709066212177277,5.654384568333626,11.937306821346283,6.567961722612381,87.66763210296631,99.3501365184784,28.740328550338745
48,Why are so many washed up alcoholics coming back for SPW...  please go back to westchester hE,35.671183466911316,3.821621835231781,4.620079323649406,1.9625023007392883,2.5384314358234406,12.976445257663727,19.652357697486877,2.2083163261413574,2.970317378640175,39.71086144447327,19.549399614334106,52.5230348110199,97.89066910743713,96.33105993270874
49,Cobb do better,10.086032748222351,1.5720056369900703,3.809553012251854,2.467229403555393,69.77040767669678,17.657476663589478,21.287351846694946,3.354266658425331,5.076833814382553,10.224007070064545,6.786429136991501,75.14990568161011,99.31334853172302,32.77613818645477
50,"Idk why lastchance thinks more people will sign up if they extend it, they've had weeks and | wanna know now lol",0.5527067929506302,0.05807426059618592,0.19985816907137632,0.5065707489848137,41.33960008621216,1.0070264339447021,1.751483976840973,0.11489622993394732,1.1127700097858906,7.03519806265831,4.300428181886673,76.70677900314331,94.09717917442322,10.510549694299698
51,At this point it’s just me and my eatery sandwich against the world,40.79211354255676,0.37818020209670067,0.10677980026230216,0.8523737080395222,79.62974309921265,16.28744751214981,3.8626454770565033,0.32290248200297356,4.91216816008091,1.8526989966630936,7.360935211181641,96.21881246566772,99.08456206321716,99.24611449241638
52,To the girl picking her nose in chob...can | recommend a tissue...you’re in public ®,17.84299910068512,20.02825438976288,18.76932829618454,3.300498053431511,88.45434188842773,46.55525088310242,14.019733667373657,17.3937126994133,10.162341594696045,39.725637435913086,13.970187306404114,98.13300967216492,89.49253559112549,83.06989073753357
53,heads will roll a trak,82.03637599945068,1.1730406433343887,40.43984115123749,14.187507331371307,13.371561467647552,21.15398645401001,10.357970744371414,1.3034370727837086,8.53448361158371,18.915894627571106,4.736652597784996,91.635000705719,96.8079149723053,80.24933338165283
54,If you don’t get into a party and you try to argue your way in all your gonna do is embarrass yourself @,98.88843297958374,2.501758001744747,18.202072381973267,4.738974943757057,4.7158461064100266,24.426954984664917,6.670314818620682,2.014281041920185,3.651639446616173,15.274190902709961,5.21477609872818,84.21056866645813,98.92249703407288,33.109110593795776
55,Are you kidding me | thought everything would all be open for spring party weekend. This school is disappointment after disappointment.,58.392733335494995,0.43975296430289745,4.140736907720566,0.879927258938551,9.757611900568008,8.68847444653511,77.37560868263245,3.556005284190178,9.93516892194748,1.0614566504955292,2.0938346162438393,26.105540990829468,99.71611499786377,78.68409156799316
56,do you actually need to rsvp to la casa? if so how do you,99.59476590156555,15.071657299995422,32.75395333766937,24.766850471496582,68.42615008354187,71.33893370628357,19.909073412418365,16.584496200084686,44.77627873420715,48.81791174411774,81.9965660572052,99.2496132850647,92.0067310333252,97.75011539459229
57,to all the freshman who called campo on us tonight ... y’all the reason this school sucks now,3.008492849767208,1.0147692635655403,2.0940952003002167,3.403525799512863,38.93130719661713,17.705923318862915,0.3384773852303624,4.16242741048336,10.171511024236679,3.297911211848259,4.713304340839386,99.69661831855774,99.65929388999939,5.190875381231308
58,spw? more like spaw (spring panic attack weekend),39.22804296016693,2.4516580626368523,3.823643922805786,6.423843652009964,6.647804379463196,6.025027111172676,17.533113062381744,0.9841214865446091,2.0409254357218742,20.936255156993866,3.951505944132805,47.20042645931244,99.00934100151062,73.41125011444092
59,when are we pullin up to block ? 130 is too early for me personally,12.501533329486847,1.218872331082821,1.9252238795161247,4.449060559272766,0.5062992218881845,4.32070791721344,3.1086623668670654,2.0686961710453033,8.287963271141052,9.490924328565598,4.369695112109184,92.74905920028687,92.72664785385132,8.089002221822739
60,i simultaneously feel nothing and everything i hate it,57.89841413497925,15.899085998535156,10.385459661483765,2.286858856678009,85.3023886680603,55.424803495407104,55.250221490859985,6.233682483434677,12.4961256980896,14.159111678600311,35.673633217811584,14.683547616004944,90.8273994922638,90.51948189735413
61,Hey whoever wrote CO22 says hi on my door in East!! Sorry was at case @ y'all are so sweet,21.74536883831024,2.8852341696619987,11.851715296506882,1.4881274662911892,25.31261146068573,91.29806756973267,0.22446017246693373,1.8562929704785347,16.775742173194885,14.291934669017792,7.110848277807236,94.44476962089539,92.56204962730408,72.77259826660156
62,Whoever is playing cut the rope at the concert needs to chill,28.113484382629395,22.722919285297394,10.706888884305954,9.157202392816544,77.37153768539429,24.338392913341522,34.38773453235626,22.687670588493347,48.47981631755829,25.286084413528442,22.095075249671936,99.39749836921692,97.95132279396057,89.10582661628723
63,| don’t usually say this but thank god | live in 113,91.82365536689758,10.345838963985443,20.0844943523407,22.794178128242493,96.95000648498535,90.71362018585205,89.83247876167297,32.42851495742798,74.68774914741516,95.40889859199524,97.67351746559143,99.94757771492004,95.66826820373535,76.39291286468506
64,bro i fucking hate tau and phidelt now theyre so insecure HAHA,13.05726170539856,0.7962476462125778,4.439207166433334,6.147891655564308,62.503767013549805,12.536861002445221,98.86069893836975,53.01530957221985,42.882171273231506,5.8501508086919785,7.310108840465546,48.02284240722656,95.91560363769531,89.41523432731628
65,S/o to the dude who had the balls to ask me on a date. Wasnt weird. | had fun,62.271177768707275,15.809713304042816,13.595902919769287,2.488541789352894,4.878560453653336,35.70719659328461,48.60863983631134,70.34478783607483,68.09878945350647,12.12879791855812,10.996060073375702,41.43867790699005,84.52233076095581,66.07385277748108
66,SENIORS PU 113,98.45321774482727,66.434645652771,14.655400812625885,3.2925616949796677,20.95312774181366,81.4909815788269,28.069907426834106,8.50723460316658,10.977669805288315,78.92001271247864,96.23192548751831,67.009836435318,93.85147094726562,93.4804379940033
67,BDUSA,2.700953930616379,0.060878717340528965,0.09485498885624111,3.665579855442047,0.5277532618492842,1.346779428422451,0.970908161252737,0.3573098685592413,1.7205720767378807,2.542182058095932,2.918791212141514,66.69285297393799,97.78279662132263,83.73702764511108
68,| am extremely hungry and there is nothing open rn. Help plsss,9.387623518705368,0.28722507413476706,0.19464095821604133,1.3506151735782623,1.8986530601978302,0.14851337764412165,1.9385211169719696,0.23450199514627457,1.5030263923108578,2.920958586037159,3.0444826930761337,99.70083832740784,98.93561005592346,1.7808927223086357
69,someone tell me why the fock i cant write this paper,37.508660554885864,0.48561454750597477,0.44455258175730705,0.3835738170892,1.2917772866785526,0.9477481245994568,0.5398746579885483,0.5589045118540525,0.8348598144948483,1.4404205605387688,1.1775068938732147,15.376418828964233,98.39562773704529,5.5403705686330795
70,What's a class you wish you'd never taken,5.397014319896698,3.875863552093506,5.79070970416069,1.5425574965775013,97.25759029388428,99.45200085639954,62.21538186073303,11.079422384500504,64.85288739204407,71.61512970924377,73.70892763137817,99.85485672950745,96.41944169998169,42.40884482860565
71,"Roseyballs and Bruno Channing are the downfall of men, yet the slatt gang squad center tach trust of Bel-great and cheese wick",13.24779987335205,0.2164500067010522,0.0608069880399853,0.34666520077735186,1.0434741154313087,34.408655762672424,1.409318670630455,0.09647461120039225,0.17905172426253557,2.5318123400211334,0.7910029962658882,17.410357296466827,99.68953132629395,12.168518453836441
72,so when is block?,8.680544793605804,0.46405685134232044,74.42326545715332,2.959582954645157,40.11058807373047,78.27455997467041,41.64959490299225,94.7052538394928,97.15340733528137,4.139512404799461,6.2462881207466125,61.55424118041992,99.44648146629333,21.112841367721558
73,hot girls at the glass?,11.85230016708374,0.47958199866116047,99.53631162643433,5.259554460644722,24.706175923347473,5.2141111344099045,0.39576925337314606,0.3401008900254965,1.1184600181877613,2.291927859187126,0.6082708947360516,46.20087444782257,94.7727382183075,20.383331179618835
74,Can’t be hungover if you don’t stop drinking. Enjoy a beer with your breakfast today,5.409823730587959,0.17425008118152618,0.3431253368034959,0.5373457912355661,20.081979036331177,2.160898968577385,0.5681482143700123,8.404070883989334,18.093977868556976,1.4758383855223656,3.116583079099655,35.62155067920685,99.01643395423889,6.424842029809952
75,anyone else sleep with no pillow or is that just me,97.91268706321716,7.842560857534409,97.32306599617004,67.46733784675598,94.07591223716736,88.43054175376892,12.033369392156601,30.892816185951233,26.941749453544617,7.4313826858997345,6.087222695350647,97.10118174552917,95.81580758094788,39.88765478134155
76,Looks like it’s a jug night after dorm storm 99 99 99,24.634136259555817,20.66725045442581,10.58238074183464,49.937307834625244,94.99514698982239,58.84753465652466,83.34084153175354,22.744102776050568,47.195833921432495,6.719285994768143,22.661849856376648,99.10205006599426,99.70537424087524,24.47233945131302
77,Quandale dingle,93.47332119941711,0.6757126189768314,0.43929764069616795,1.9352609291672707,11.028054356575012,0.794596690684557,0.13079073978587985,0.23231483064591885,0.9155860170722008,3.264942765235901,1.3871382921934128,63.08048367500305,95.35744786262512,23.377107083797455
78,The urge to skip classes today.,5.330517515540123,1.840282790362835,1.0825565084815025,1.8752261996269226,3.6708980798721313,3.315446153283119,2.2159818559885025,0.803996529430151,1.2853071093559265,1.491528656333685,0.8864406496286392,15.263384580612183,98.92656803131104,2.5261791422963142
79,where is block,77.68948078155518,6.116823107004166,20.454756915569305,15.257695317268372,62.90047764778137,16.907675564289093,6.531159579753876,9.926780313253403,33.9737594127655,14.166131615638733,19.456422328948975,99.88313317298889,96.69974446296692,92.02633500099182
80,Actually cannot WAIT to go home in 2 weeks holy shit,10.182148963212967,3.1752075999975204,1.7196845263242722,4.780834540724754,44.076985120773315,43.716055154800415,1.4604225754737854,5.314329639077187,15.600252151489258,11.64732351899147,19.70958113670349,97.52927422523499,98.27314019203186,8.654817193746567
81,Who tf named the Serpentine area,13.85321319103241,90.59934616088867,98.61060380935669,6.172668561339378,71.81612849235535,14.15846198797226,9.395560622215271,60.32949686050415,58.54858160018921,56.23236298561096,21.462732553482056,99.03111457824707,99.30858612060547,72.26196527481079
82,do i start off sow by taking a shot this morning?,10.013023763895035,3.60933318734169,92.96427369117737,11.926083266735077,95.24868726730347,96.18204236030579,55.79037666320801,17.341625690460205,88.69889974594116,87.21554279327393,96.80861830711365,98.29815030097961,99.46818947792053,38.01197409629822
83,Is bruno zang and rosenballs friends,3.0276991426944733,0.24995203129947186,3.984798863530159,0.5793708842247725,9.287262707948685,5.273465812206268,7.251818478107452,0.8602491579949856,1.4002454467117786,1.868586242198944,1.0593784041702747,58.99733901023865,99.21002984046936,39.82945680618286
84,is storm at like 9pm 12am what time are we talking???,1.5984542667865753,80.36881685256958,98.8142192363739,4.821649566292763,17.132769525051117,96.68229222297668,9.217721968889236,99.51803684234619,99.77720379829407,3.4399420022964478,23.013876378536224,95.81683874130249,88.80735039710999,36.29158139228821
85,Olin makes me horny,24.831517040729523,0.04215059743728489,0.1652732491493225,0.935659371316433,24.163097143173218,2.2411955520510674,0.5878883879631758,0.0684827275108546,0.3223409643396735,0.13373252004384995,0.22547910921275616,0.09450444485992193,0.15026252949610353,96.9408392906189
86,hello sending everyone good vibes,95.57517170906067,6.400638818740845,17.077668011188507,78.07884812355042,94.06747221946716,44.93972063064575,43.029117584228516,9.708496183156967,12.249021232128143,10.378022491931915,6.40798881649971,44.41772103309631,78.25122475624084,11.441972851753235
87,me waiting all giddy in my bed at 9:55 for storm the dorm like a kid waiting for santa on christmas,17.48044788837433,0.20493350457400084,1.0717171244323254,1.862301304936409,47.97869920730591,14.272017776966095,3.3263299614191055,1.0526647791266441,1.5290508046746254,3.0657269060611725,2.8563203290104866,25.65378248691559,94.25943493843079,54.30092215538025
88,it being sunny all weekend is what keeps me going @:,40.643009543418884,3.5913310945034027,3.420466184616089,11.661157757043839,69.49552297592163,13.79391998052597,61.157238483428955,7.769264280796051,73.60460758209229,40.65585434436798,21.693293750286102,99.78262782096863,90.78578352928162,11.811619997024536
89,The sheer number of times that I’m sooooo tempted to shit talk my GLO. They act so unproblematic and different but they’re just like everyone else,96.99562191963196,3.4175697714090347,51.60449743270874,93.29259395599365,65.14158248901367,17.36748367547989,0.6308927666395903,29.379284381866455,54.61053252220154,21.77833616733551,22.584079205989838,99.98257756233215,89.7194504737854,97.81275987625122
90,fuck you frats. ;),37.57109344005585,41.75986051559448,23.32293391227722,10.15382707118988,8.190132677555084,34.69174802303314,3.067314252257347,2.8470199555158615,4.07051108777523,27.609771490097046,65.44522643089294,62.3875617980957,98.25232028961182,92.24891662597656
91,FIX EDUROAM WHEN WE ARE TRYING TO WRITE FINALS,99.82795715332031,15.261104702949524,49.17808473110199,82.4441134929657,97.4269688129425,99.09341335296631,48.10912013053894,14.839176833629608,34.25399363040924,87.88212537765503,90.71522951126099,97.9448914527893,97.21131324768066,99.51469302177429
92,Yo It's A-Trak we on campus,4.385184496641159,0.5868765059858561,0.5082409363240004,0.4139126744121313,6.8853601813316345,24.506379663944244,2.819492295384407,2.385840564966202,4.337785765528679,3.021220490336418,2.3193873465061188,99.2294192314148,98.98799657821655,3.9730362594127655
93,Where the fuck are the composites,9.135396033525467,0.2944891108199954,0.6588074378669262,2.9937278479337692,1.3841383159160614,31.598347425460815,91.67262315750122,8.770780265331268,59.116315841674805,2.6452066376805305,8.968190848827362,98.75932335853577,93.77185702323914,9.767299145460129
94,Never have a crush on a nerdy guy because you don’t expect them to have anyone and then you see them with someone and it  hurts &%,1.2398594059050083,0.10880251647904515,0.16364292241632938,0.9638757444918156,19.521428644657135,34.28463339805603,0.4661163315176964,0.3354796674102545,2.041725441813469,1.3610359281301498,3.8474880158901215,57.486289739608765,99.24956560134888,36.69111430644989
95,Where did the geese go,0.8354419842362404,2.550503984093666,9.077633917331696,2.6539891958236694,0.22028982639312744,0.31584049575030804,0.6988897453993559,0.4117170814424753,30.900344252586365,21.37283980846405,72.24528789520264,99.97268319129944,91.98358654975891,42.463839054107666
96,JUST SHIT MY FUCKING PAINTS IN OLIN SOMEONE HELP ME FOR THE LOVE GOD,94.09510493278503,1.4632154256105423,2.0217539742588997,2.168622985482216,70.99266648292542,98.34485650062561,26.016071438789368,2.428976260125637,8.286993950605392,26.77426040172577,11.833743005990982,38.83228302001953,80.85594177246094,90.98840951919556
97,get hype for bryce hall tm,36.09058856964111,99.52281713485718,98.0449378490448,1.1650633066892624,87.50162124633789,95.60738205909729,10.100636631250381,15.747138857841492,94.45382952690125,12.37018033862114,21.431224048137665,60.353803634643555,99.54519867897034,95.04262804985046
98,is EVERYONE going to molly's birthday party this weekend,34.43142473697662,2.1809417754411697,10.391552746295929,20.47913372516632,86.79655194282532,20.823337137699127,19.292716681957245,5.922967195510864,14.263373613357544,17.25744903087616,16.052979230880737,87.23878860473633,89.11494612693787,98.70216250419617
99,Your sulky immature attitude just made saying goodbye easier Y cheers to never keeping in touch.,0.3943552263081074,0.1379979425109923,0.2528505166992545,0.9497692808508873,22.811709344387054,2.5505270808935165,12.59685903787613,74.72431659698486,97.10044264793396,0.16652358463034034,0.7883991114795208,41.241973638534546,95.54615020751953,30.28755486011505
100,Wanna cuddle and sleep together ®,4.091006517410278,48.17550182342529,75.18280744552612,65.50739407539368,96.40700817108154,87.49741315841675,49.06240403652191,80.81722259521484,45.077985525131226,18.7941312789917,91.52022004127502,99.86456036567688,96.04998230934143,92.29547381401062
